ID    A_wt_tpm    A_ko_tpm    R_wt_tpm    R_ko_tpm    p.value    log2FC_A_ko_vs_wt    log2FC_R_ko_vs_wt
Rab34    Rab34    34.16    69.73    30.49450173    38.62196473    0.365431    1.02944996340714    0.340862458807211
Rab35    Rab35    23.55    26.76    43.15980189    48.84256859    0.155659    0.184343707869446    0.178446940716934
Rab36    Rab36    13.24    23.05    0.493374975    0.356154318    0.278098    0.79981725619091    -0.469058152994689
Rab37    Rab37    6.12    12.31    0.409966658    0.254121408    0.100652    1.00810868080291    -0.687837386966961
Rab38    Rab38    18.19    18.46    0.577121499    0.445940565    0.721022    0.0212558500150735    -0.371289731986559
Rab39    Rab39    6.74    4.2    0.193876826    0.086659441    0.49168    -0.682229839414546    -1.15258115706128
Rab39b    Rab39b    9.63    11.52    3.600353888    1.966376063    0.0782642    0.258508437316932    -0.872266618858542
Rab3a    Rab3a    44.5    102.74    1.978813994    2.092431624    0.384375    1.20710235998277    0.0805049036416767
Rab3b    Rab3b    9.32    12.89    0.446012812    0.291888044    0.899202    0.467807535652098    -0.609966879538328
Rab3c    Rab3c    3.75    3.42    0.359867152    0.205107851    0.275746    -0.13285715889357    -0.808068366984111
Rab3d    Rab3d    20.77    44.63    3.076813416    3.23217138    0.948642    1.10347545687391    0.0710442072221413
Rab3gap1    Rab3gap1    25.53    42.87    46.68962255    42.17444798    0.554837    0.747752023118514    -0.146729432260038
Rab3gap2    Rab3gap2    73.37    117.59    24.80622224    19.25010723    0.139895    0.680495792193429    -0.365818775174965
Rab3il1    Rab3il1    10.93    20.31    1.798783969    1.607642754    0.414259    0.893835882585789    -0.161979778754599
Rab3ip    Rab3ip    31.19    45.12    9.021096612    10.16762597    0.464065    0.532669234984933    0.172590108816785
Rab40b    Rab40b    31.32    64.65    0.79666544    1.080973948    0.254233    1.04554241037782    0.439810084513121
Rab40c    Rab40c    136.47    226.48    10.04898365    10.29754864    0.917307    0.730795612476764    0.0352478804160041
Rab42    Rab42    21.01    28.23    0.688152599    0.234385594    0.20263    0.426135405471922    -1.5497974464607
Rab43    Rab43    37.62    81.55    13.87194042    16.76157348    0.0983481    1.11616437025311    0.27297005179104
Rab44    Rab44    14.99    20.31    1.050308122    0.81756312    0.408996    0.438164647707032    -0.361019989301648
Rab4a    Rab4a    7.98    22.66    2.349119082    1.11488937    0.285919    1.50557009770404    -1.07453985637086
Rab4b    Rab4b    80.26    166.23    29.09828647    25.22627497    0.404574    1.05041841537123    -0.205999401946919
Rab5a    Rab5a    130.97    252.46    157.4935868    155.4949176    0.899686    0.946813137379765    -0.0184255387758459
Rab5b    Rab5b    98.69    200.31    55.46261271    51.74509201    0.294162    1.02125121730152    -0.100091680749905
Rab5c    Rab5c    47.78    109.77    80.18796701    110.8100783    0.0256631    1.19998801121175    0.466626462731349
Rab5if    Rab5if    45.04    93.56    61.05377118    89.10351546    0.0135594    1.05466842312625    0.545394503287329
Rab6a    Rab6a    56.87    107.92    194.5593531    171.7780495    0.363255    0.924210544050081    -0.179663658816708
Rab6b    Rab6b    34.73    56.55    10.00034671    14.36951877    0.13606    0.703328585404058    0.522917867348819
Rab7    Rab7    20.7    46.49    224.5363346    287.1455094    0.0374155    1.16725099644277    0.354831677382454
Rab7b    Rab7b    9.69    19.92    2.706330003    4.315073278    0.200988    1.03957262202975    0.672848607154503
Rab8a    Rab8a    92.82    194.45    22.6634866    27.38255315    0.229623    1.06688350864554    0.272876174073707
Rab8b    Rab8b    32.81    57.13    56.87199347    65.95333344    0.484243    0.800094218160647    0.213723711384257
Rab9    Rab9    26.75    46.88    44.36089878    48.9266362    0.599025    0.809410520612947    0.141328467615053
Rab9b    Rab9b    5.34    5.66    0.412279893    0.254878119    0.0673701    0.083947039429467    -0.691662392109841
Rabac1    Rabac1    42.62    82.53    288.4037723    334.9004979    0.507294    0.953371678213145    0.215641791358752
Rabep1    Rabep1    29.18    37.99    24.08979297    23.86238244    0.902807    0.380628363518781    -0.0136833341631615
Rabep2    Rabep2    31.82    50.3    6.310614179    5.474961747    0.164326    0.660607907345786    -0.204896649413247
Rabepk    Rabepk    19.41    37.99    9.841647444    8.231299241    0.198472    0.968783243608063    -0.257750994674745
Rabgap1    Rabgap1    38.3    62.95    7.29000694    5.00653702    0.0251749    0.716847235936202    -0.542016893061085
Rabgap1l    Rabgap1l    36.49    52.25    7.44908324    7.020909065    0.540248    0.517917961213475    -0.085393231762767
Rabgef1    Rabgef1    38.64    43.59    87.09088591    69.38848887    0.129446    0.173897869720379    -0.327821173815171
Rabggta    Rabggta    16.15    28.18    10.40875226    9.634627131    0.445786    0.803099313330893    -0.111485262652979
Rabggtb    Rabggtb    22.05    34.6    84.7370947    109.7072131    0.235903    0.649969651002198    0.372588938652558
Rabif    Rabif    27.49    55.28    13.50029025    13.55777211    0.96783    1.00782432682863    0.00612924818835126
Rabl2    Rabl2    20.31    30.96    3.371747051    2.469465178    0.241916    0.608190797792182    -0.449141402612851
Rabl3    Rabl3    47.8    98.54    3.082872398    2.814825114    0.673891    1.04368331248557    -0.131185338330926
Rabl6    Rabl6    15.69    22.56    43.85934632    43.98967659    0.986922    0.523893716221036    0.00428058697372702
Rac1    Rac1    33.91    71.88    213.8524112    236.2149052    0.457795    1.08385715102906    0.143483889455672
Rac2    Rac2    3.24    1.76    3.454047713    3.218382254    0.562563    -0.880044111486632    -0.101921748192731
Rac3    Rac3    20.93    31.15    1.357598167    1.689110893    0.319322    0.573637237477469    0.314999096114738
Racgap1    Racgap1    14.81    25.39    3.857928896    2.508922948    0.00579738    0.777648164341656    -0.620557385626076
Rack1    Rack1    48.07    88.48    2085.952814    3264.084464    0.160348    0.880200875261907    0.645971617206929
Rad1    Rad1    41.72    72.43    28.31233073    19.11253185    0.460918    0.795833555776016    -0.566887087280453
Rad17    Rad17    47.51    82.92    11.63789206    13.09037658    0.349931    0.803475942416659    0.169663076596523
Rad18    Rad18    41.68    75.1    20.96261031    32.67952593    0.0362159    0.849442227125943    0.640544004807841
Rad21    Rad21    52.96    56.26    114.6203281    131.0950323    0.299055    0.0872048326692276    0.19374850443768
Rad21l    Rad21l    1.05    0.69    0.070785132    0.065469715    0.539288    -0.60500505357392    -0.110987898622557
Rad23a    Rad23a    32.93    51.99    29.86280242    34.86625186    0.207006    0.658815582192258    0.223474790514831
Rad23b    Rad23b    91.29    150.99    125.6662008    177.7106754    0.0423962    0.725918015512708    0.499930312669804
Rad50    Rad50    15.28    32.33    3.306510585    2.154204505    0.00944773    1.0811791733096    -0.617921001991484
Rad51    Rad51    17.69    23.64    0.932658302    0.689882251    0.47759    0.418275461940092    -0.434454803496027
Rad51ap1    Rad51ap1    24.75    40.24    0.700418725    0.312334102    0.0816395    0.701179342237003    -1.16257414986687
Rad51ap2    Rad51ap2    15.38    16.99    0.098873313    0.067030122    0.788989    0.143621460818074    -0.55392555277782
Rad51b    Rad51b    32.79    68.56    1.313298102    1.282925748    0.853635    1.06408825302775    -0.0337307661497889
Rad51c    Rad51c    17    32.16    1.326684723    0.685464881    0.00245166    0.9196926574586    -0.951654779336066
Rad51d    Rad51d    25.01    41.6    1.775272551    1.241056002    0.00125247    0.734055467025373    -0.516122742121935
Rad52    Rad52    44.56    68.19    19.13574471    12.17685206    0.00353788    0.613799732935929    -0.652085746595332
Rad54b    Rad54b    9.3    13.97    0.17256319    0.13733453    0.458564    0.586977546499352    -0.327299691620195
Rad54l    Rad54l    10.58    19.63    0.87762204    0.728048947    0.47062    0.891657683732613    -0.269227011820926
Rad54l2    Rad54l2    27.63    51.08    16.73187978    13.80577666    0.152952    0.886498992588412    -0.277309212706776
Rad9a    Rad9a    12.06    18.85    5.002043224    6.573047785    0.359446    0.644291528276724    0.393976026413546
Rad9b    Rad9b    27.78    53.42    1.937477185    1.756134687    0.630117    0.943308451115012    -0.14169897500478
Radil    Radil    20.13    42.74    2.091745836    2.037059091    0.779295    1.08620182336787    -0.0382012256408124
Radx    Radx    4.74    2.64    0.076943467    0.078296293    0.489408    -0.844107091559303    0.0248253179725464
Rae1    Rae1    38.21    72.27    40.35245319    49.44663258    0.103145    0.919428842527695    0.293209314884783
Raet1a    Raet1a    6.6    9.77    0.011237141    0.008340968    0.913888    0.565821622384359    -0.38962256763927
Raet1b    Raet1b    0.39    0.1    0.060502826    0.000109185    0.396973    -1.95281331455556    -5.7930807859947
Raet1c    Raet1c    0.39    0.1    3.19e-05    0.013611879    0.352076    -1.95281331455556    3.82376663893096
Raet1d    Raet1d    0.72    0.1    0.169532782    0.044335326    0.123136    -2.83564396648903    -1.91134153497142
Raet1e    Raet1e    4.6    6.64    0.193226296    0.277699775    0.387057    0.529453042121271    0.520973299478032
Raf1    Raf1    80.21    146.89    66.19799566    57.7302983    0.215272    0.872874000688044    -0.197455659308194
Rag1    Rag1    2.37    2.44    0.158173566    0.098557912    0.354434    0.0419766322991459    -0.67699288847943
Rag2    Rag2    2.33    1.07    0.242171478    0.149199527    0.579331    -1.12199052437861    -0.695093752922843
Rai1    Rai1    26.48    45.27    17.92297007    25.27677668    0.0507226    0.773629571353974    0.495979353553963
Rai14    Rai14    27.34    48.83    3.35832986    5.425407712    0.0198145    0.836731312298314    0.691823984347654
Rai2    Rai2    31.58    36.62    12.70033343    8.527339511    0.00273744    0.213614332671544    -0.574643186402345
Rala    Rala    34.71    60.16    12.8928126    13.97873176    0.630986    0.793435618968715    0.116657758392088
Ralb    Ralb    48.98    104.7    29.91782849    33.31332438    0.722019    1.09598108803303    0.155088950047286
Ralbp1    Ralbp1    97.37    156.9    37.50189884    33.2992316    0.100835    0.688290483671754    -0.171469903946673
Ralgapa1    Ralgapa1    39.9    59.38    16.03299771    14.20159754    0.0843417    0.573576485330783    -0.174979362205212
Ralgapa2    Ralgapa2    66.75    112.8    3.16233718    2.346689782    0.00111636    0.756918502369883    -0.430205554026708
Ralgapb    Ralgapb    33.18    59.67    9.817690722    6.878982558    0.103317    0.846672588084234    -0.513125753067234
Ralgds    Ralgds    26.3    57.72    95.09524336    121.2237625    0.0494136    1.1339786405297    0.350224171514813
Ralgps1    Ralgps1    28.07    40.82    2.172133833    1.484198894    0.00904619    0.540231065518358    -0.549120880038822
Ralgps2    Ralgps2    23.51    30.54    1.979995016    1.510655225    0.271963    0.37741139803327    -0.390096120180277
Raly    Raly    75.02    115.29    215.7319592    301.8275865    0.0372459    0.619913497008914    0.484482846421153
Ralyl    Ralyl    3.79    4.2    0.241173468    0.06140498    0.108787    0.148154329315873    -1.95630774738183
Ramac    Ramac    31.96    48.64    37.23084448    51.82915962    0.108133    0.605860340942139    0.477254747128891
Ramp1    Ramp1    6.52    10.84    0.461257683    0.992001884    0.10386    0.733332715654218    1.1030991566631
Ramp2    Ramp2    26.5    50    36.46891679    33.47287962    0.944381    0.915910148528678    -0.12367113905935
Ramp3    Ramp3    5.28    3.71    0.89172298    1.47385603    0.318579    -0.509003140373913    0.724289662175696
Ran    Ran    74.28    148.35    430.909174    658.5938152    0.0723797    0.99794950908265    0.612003992748205
Ranbp1    Ranbp1    66.85    133.02    247.790149    379.7828196    0.0644069    0.992632975350946    0.616053785961435
Ranbp10    Ranbp10    73.39    154.89    13.27130026    13.84311287    0.599204    1.07757825810016    0.0608541788997878
Ranbp17    Ranbp17    14.74    17.77    0.405339373    0.378039512    0.74368    0.269690468894638    -0.100336917655406
Ranbp2    Ranbp2    53.72    98.06    81.00897639    88.96381037    0.264151    0.86819331357631    0.13513521034827
Ranbp3    Ranbp3    31.22    55.08    54.42842825    65.72966265    0.0701692    0.819038004776288    0.272179647895814
Ranbp3l    Ranbp3l    8.87    7.62    1.271439565    0.899104626    0.0512465    -0.219116428825082    -0.499432524871026
Ranbp6    Ranbp6    11.98    21.68    5.077918064    5.170596236    0.808736    0.855682971734886    0.0260884437021582
Ranbp9    Ranbp9    35.98    64.65    63.80262921    66.9847666    0.620258    0.845437402160855    0.070216090434327
Rangap1    Rangap1    56.52    128.14    84.95363249    103.863648    0.216362    1.18087325836299    0.28994017001247
Rangrf    Rangrf    14.53    35.06    16.47855604    29.13643788    0.132307    1.27073315449257    0.822196646808284
Rap1a    Rap1a    33.18    36.33    82.24869342    94.30582302    0.566194    0.130843709551276    0.197351851146793
Rap1b    Rap1b    58.52    90.14    374.1772933    412.67924    0.363097    0.623229032721581    0.141298492831192
Rap1gap    Rap1gap    7.38    10.04    0.924608192    1.374294504    0.037235    0.444014761570205    0.571267050755545
Rap1gap2    Rap1gap2    13.58    16.77    19.58992379    21.7687219    0.697265    0.304379002244695    0.152137549737463
Rap1gapos    Rap1gapos    4.95    7.91    0.026155319    0.059242089    0.50303    0.676140122623556    1.14953698781197
Rap1gds1    Rap1gds1    82.39    123.18    48.50324114    32.83847995    0.188596    0.580221087320738    -0.562679619359903
Rap2a    Rap2a    139.75    208.52    10.86492859    9.302707823    0.421052    0.577334077336231    -0.223933775159261
Rap2b    Rap2b    157.11    250.41    23.39098222    18.30671578    0.0424791    0.672513744758337    -0.35356231986723
Rap2c    Rap2c    25.24    21.1    22.06006457    20.2076526    0.365999    -0.258457696777876    -0.126529276647156
Rapgef1    Rapgef1    25.69    43.36    39.2206484    40.42245859    0.892349    0.75513498180434    0.0435425924009198
Rapgef2    Rapgef2    11.72    13.33    11.81024595    11.91588582    0.903858    0.185689344197463    0.012846112370982
Rapgef3    Rapgef3    23.9    51.08    3.438748427    3.537610918    0.786674    1.09571578784572    0.040880087033049
Rapgef4    Rapgef4    7.82    10.7    1.879415508    1.755535514    0.582725    0.452320632931255    -0.0983187381997427
Rapgef5    Rapgef5    2.06    2.34    2.837412297    3.711230405    0.551288    0.183780429572756    0.387202091191184
Rapgef6    Rapgef6    24.04    53.09    18.92507637    19.39968643    0.674074    1.14297040864759    0.0357323464050108
Rapgefl1    Rapgefl1    14.99    21.78    1.666347422    1.74409111    0.783762    0.538973568068354    0.0657476132518759
